BEN,TIME,NODE
0.0,124.0,1.0
57.0,98.0,2.0
86.0,52.0,3.0
71.0,35.0,2.0
66.0,49.0,2.0
64.0,15.0,2.0
52.0,13.0,2.0
51.0,14.0,2.0
51.0,9.0,2.0
64.0,10.0,2.0
59.0,10.0,2.0
62.0,8.0,2.0
59.0,18.0,2.0
0.0,15.0,1.0
72.0,19.0,2.0
0.0,4.0,1.0
62.0,29.0,2.0
67.0,40.0,3.0
88.0,16.0,2.0
65.0,17.0,2.0
45.0,26.0,2.0
0.0,6.0,1.0
0.0,20.0,1.0
70.0,13.0,2.0
0.0,6.0,1.0
60.0,11.0,2.0
52.0,16.0,3.0
0.0,5.0,1.0
83.0,12.0,2.0
60.0,11.0,2.0
45.0,11.0,2.0
66.0,10.0,2.0
56.0,12.0,2.0
33.0,12.0,2.0
43.0,13.0,2.0
77.0,16.0,3.0
52.0,11.0,2.0
47.0,12.0,2.0
62.0,11.0,2.0
57.0,18.0,3.0
66.0,17.0,3.0
45.0,11.0,2.0
58.0,11.0,2.0
54.0,10.0,2.0
66.0,11.0,2.0
70.0,11.0,2.0
71.0,12.0,2.0
59.0,18.0,2.0
45.0,12.0,2.0
36.0,12.0,2.0
62.0,14.0,2.0
44.0,15.0,2.0
52.0,18.0,2.0
37.0,16.0,2.0
65.0,8.0,2.0
67.0,11.0,2.0
0.0,4.0,1.0
53.0,8.0,2.0
66.0,9.0,2.0
68.0,22.0,2.0
53.0,24.0,2.0
66.0,9.0,2.0
52.0,13.0,2.0
73.0,9.0,2.0
72.0,8.0,2.0
77.0,8.0,2.0
50.0,9.0,2.0
64.0,13.0,3.0
68.0,8.0,2.0
64.0,10.0,2.0
58.0,26.0,2.0
17.0,12.0,2.0
0.0,5.0,1.0
50.0,10.0,2.0
36.0,25.0,2.0
0.0,9.0,1.0
44.0,20.0,2.0
73.0,13.0,2.0
65.0,21.0,2.0
67.0,30.0,5.0
66.0,11.0,2.0
49.0,11.0,2.0
82.0,14.0,2.0
73.0,25.0,2.0
59.0,38.0,2.0
0.0,18.0,1.0
56.0,24.0,2.0
0.0,4.0,1.0
43.0,20.0,2.0
80.0,35.0,3.0
50.0,16.0,2.0
66.0,16.0,2.0
56.0,23.0,2.0
68.0,20.0,2.0
63.0,49.0,5.0
72.0,14.0,2.0
62.0,11.0,2.0
54.0,20.0,2.0
53.0,13.0,2.0
75.0,28.0,3.0
