BEN,TIME,NODE
0.0,126.0,1.0
6.6,66.0,2.0
0.0,22.0,1.0
0.0,54.0,1.0
0.0,49.0,1.0
0.0,28.0,1.0
4.8,65.0,2.0
9.0,53.0,2.0
0.0,32.0,1.0
16.6,57.0,2.0
0.0,24.0,1.0
6.2,94.0,3.0
0.0,23.0,1.0
0.0,23.0,1.0
0.0,22.0,1.0
4.8,68.0,2.0
0.0,26.0,1.0
0.0,30.0,1.0
27.0,80.0,2.0
0.0,28.0,1.0
0.0,24.0,1.0
0.0,23.0,1.0
0.0,24.0,1.0
0.0,27.0,1.0
0.0,28.0,1.0
5.2,59.0,2.0
6.6,63.0,2.0
0.0,26.0,1.0
0.0,26.0,1.0
0.0,24.0,1.0
0.0,23.0,1.0
0.0,23.0,1.0
5.1,41.0,2.0
0.0,23.0,1.0
5.6,41.0,2.0
10.6,47.0,2.0
3.4,43.0,2.0
0.0,21.0,1.0
0.0,20.0,1.0
0.0,19.0,1.0
24.7,39.0,2.0
4.3,37.0,2.0
0.0,18.0,1.0
0.0,18.0,1.0
0.0,19.0,1.0
0.0,20.0,1.0
0.0,18.0,1.0
3.1,37.0,2.0
0.0,19.0,1.0
0.0,18.0,1.0
0.0,18.0,1.0
0.0,19.0,1.0
14.2,78.0,4.0
5.9,78.0,4.0
0.0,19.0,1.0
0.0,19.0,1.0
0.0,18.0,1.0
10.1,38.0,2.0
10.4,38.0,2.0
0.0,19.0,1.0
0.0,20.0,1.0
11.4,39.0,2.0
0.0,18.0,1.0
0.0,18.0,1.0
0.0,19.0,1.0
34.2,38.0,2.0
3.2,40.0,2.0
0.0,21.0,1.0
2.2,39.0,2.0
0.0,19.0,1.0
2.4,39.0,2.0
4.1,39.0,2.0
0.0,19.0,1.0
14.6,41.0,2.0
0.0,21.0,1.0
0.0,19.0,1.0
0.0,20.0,1.0
10.3,40.0,2.0
24.8,38.0,2.0
0.0,19.0,1.0
0.0,20.0,1.0
0.0,19.0,1.0
0.0,20.0,1.0
0.0,19.0,1.0
20.4,39.0,2.0
0.0,19.0,1.0
16.7,39.0,2.0
0.0,20.0,1.0
2.3,38.0,2.0
19.2,40.0,2.0
0.0,20.0,1.0
0.0,21.0,1.0
6.8,39.0,2.0
0.0,18.0,1.0
0.0,19.0,1.0
0.0,19.0,1.0
0.0,19.0,1.0
3.0,38.0,2.0
8.2,40.0,2.0
0.0,19.0,1.0
