BEN,TIME,NODE
0.0,38.0,1.0
0.8,41.0,2.0
14.4,37.0,2.0
2.3,31.0,2.0
4.5,12.0,2.0
0.0,4.0,1.0
0.0,4.0,1.0
0.0,4.0,1.0
9.6,9.0,2.0
9.0,8.0,2.0
0.0,10.0,1.0
11.2,16.0,2.0
0.0,5.0,1.0
9.8,8.0,2.0
0.0,3.0,1.0
0.0,4.0,1.0
0.0,3.0,1.0
0.0,14.0,1.0
0.0,5.0,1.0
9.4,12.0,2.0
0.0,4.0,1.0
0.0,3.0,1.0
5.8,10.0,2.0
0.0,4.0,1.0
1.2,12.0,2.0
4.2,25.0,2.0
6.9,22.0,2.0
0.0,9.0,1.0
0.0,10.0,1.0
0.0,5.0,1.0
0.0,3.0,1.0
0.0,3.0,1.0
0.0,4.0,1.0
0.0,3.0,1.0
0.0,4.0,1.0
0.0,4.0,1.0
16.4,7.0,2.0
0.0,4.0,1.0
0.0,12.0,1.0
6.6,7.0,2.0
0.0,3.0,1.0
0.0,3.0,1.0
0.0,3.0,1.0
0.0,3.0,1.0
0.0,3.0,1.0
0.0,3.0,1.0
0.0,3.0,1.0
5.1,15.0,2.0
0.0,3.0,1.0
0.0,3.0,1.0
0.0,3.0,1.0
0.0,3.0,1.0
0.0,3.0,1.0
13.7,8.0,2.0
5.6,8.0,2.0
0.0,3.0,1.0
0.0,3.0,1.0
6.5,7.0,2.0
12.4,14.0,2.0
0.0,3.0,1.0
0.0,3.0,1.0
0.0,4.0,1.0
0.0,3.0,1.0
0.0,3.0,1.0
0.0,3.0,1.0
29.1,11.0,3.0
0.0,3.0,1.0
0.0,4.0,1.0
1.6,8.0,2.0
11.6,11.0,2.0
0.0,3.0,1.0
0.0,3.0,1.0
0.0,3.0,1.0
0.0,3.0,1.0
10.2,7.0,2.0
0.0,5.0,1.0
0.0,3.0,1.0
0.0,3.0,1.0
22.2,7.0,2.0
0.0,3.0,1.0
0.0,3.0,1.0
2.6,7.0,2.0
2.5,8.0,2.0
14.2,7.0,2.0
20.4,8.0,2.0
0.0,3.0,1.0
9.0,7.0,2.0
0.0,4.0,1.0
3.1,8.0,2.0
19.8,9.0,2.0
13.8,8.0,2.0
4.5,8.0,2.0
0.0,4.0,1.0
0.0,8.0,1.0
0.0,3.0,1.0
0.0,3.0,1.0
0.0,3.0,1.0
3.0,23.0,2.0
0.0,7.0,1.0
0.2,14.0,2.0
