BEN,TIME,NODE
38.0,7.0,2.0
12.0,10.0,3.0
38.0,7.0,2.0
35.0,7.0,2.0
5.0,7.0,2.0
23.0,8.0,2.0
0.0,3.0,1.0
0.0,3.0,1.0
26.0,8.0,2.0
17.0,8.0,2.0
0.0,4.0,1.0
12.0,8.0,2.0
27.0,8.0,2.0
34.0,8.0,2.0
24.0,8.0,2.0
0.0,4.0,1.0
0.0,3.0,1.0
17.0,7.0,2.0
50.0,7.0,2.0
18.0,7.0,2.0
5.0,7.0,2.0
19.0,7.0,2.0
12.0,7.0,2.0
21.0,7.0,2.0
7.0,7.0,2.0
7.0,7.0,2.0
28.0,7.0,2.0
0.0,3.0,1.0
0.0,3.0,1.0
0.0,3.0,1.0
22.0,7.0,2.0
20.0,7.0,2.0
7.0,7.0,2.0
11.0,9.0,2.0
18.0,7.0,2.0
15.0,8.0,2.0
25.0,7.0,2.0
21.0,7.0,2.0
8.0,7.0,2.0
35.0,8.0,2.0
43.0,11.0,3.0
0.0,3.0,1.0
0.0,3.0,1.0
18.0,7.0,2.0
49.0,7.0,2.0
0.0,3.0,1.0
8.0,11.0,3.0
8.0,7.0,2.0
8.0,8.0,2.0
0.0,3.0,1.0
26.0,7.0,2.0
13.0,7.0,2.0
27.0,7.0,2.0
18.0,10.0,3.0
13.0,7.0,2.0
0.0,3.0,1.0
13.0,7.0,2.0
18.0,7.0,2.0
20.0,7.0,2.0
19.0,7.0,2.0
9.0,8.0,2.0
4.0,7.0,2.0
12.0,7.0,2.0
0.0,3.0,1.0
0.0,4.0,1.0
40.0,7.0,2.0
8.0,8.0,2.0
0.0,3.0,1.0
6.0,7.0,2.0
22.0,7.0,2.0
0.0,4.0,1.0
0.0,4.0,1.0
15.0,19.0,3.0
24.0,7.0,2.0
22.0,8.0,2.0
30.0,7.0,2.0
10.0,7.0,2.0
23.0,7.0,2.0
24.0,7.0,2.0
15.0,7.0,2.0
20.0,7.0,2.0
11.0,7.0,2.0
49.0,7.0,2.0
34.0,10.0,2.0
24.0,8.0,2.0
18.0,8.0,2.0
28.0,7.0,2.0
35.0,7.0,2.0
18.0,8.0,2.0
23.0,8.0,2.0
18.0,7.0,2.0
5.0,7.0,2.0
16.0,8.0,2.0
0.0,4.0,1.0
0.0,3.0,1.0
0.0,3.0,1.0
15.0,8.0,2.0
4.0,7.0,2.0
23.0,8.0,2.0
23.0,10.0,2.0
