BEN,TIME,NODE
55.0,7.0,2.0
59.0,7.0,2.0
105.0,7.0,2.0
83.0,7.0,2.0
0.0,3.0,1.0
71.0,7.0,2.0
61.0,7.0,2.0
53.0,7.0,2.0
60.0,7.0,2.0
69.0,7.0,2.0
49.0,7.0,2.0
69.0,7.0,2.0
80.0,7.0,2.0
68.0,6.0,2.0
75.0,7.0,2.0
63.0,7.0,2.0
72.0,7.0,2.0
72.0,7.0,2.0
90.0,7.0,2.0
69.0,8.0,2.0
61.0,7.0,2.0
0.0,3.0,1.0
60.0,10.0,3.0
77.0,7.0,2.0
77.0,7.0,2.0
54.0,7.0,2.0
70.0,7.0,2.0
0.0,3.0,1.0
94.0,11.0,3.0
79.0,7.0,2.0
71.0,7.0,2.0
78.0,7.0,2.0
49.0,7.0,2.0
42.0,7.0,2.0
52.0,8.0,2.0
76.0,8.0,2.0
78.0,7.0,2.0
67.0,7.0,2.0
90.0,7.0,2.0
72.0,7.0,2.0
81.0,11.0,3.0
64.0,8.0,2.0
75.0,7.0,2.0
55.0,7.0,2.0
91.0,7.0,2.0
45.0,11.0,3.0
71.0,10.0,3.0
84.0,7.0,2.0
57.0,7.0,2.0
45.0,7.0,2.0
73.0,7.0,2.0
61.0,7.0,2.0
68.0,9.0,2.0
54.0,9.0,2.0
69.0,8.0,2.0
67.0,7.0,2.0
78.0,7.0,2.0
64.0,7.0,2.0
79.0,7.0,2.0
70.0,7.0,2.0
71.0,7.0,2.0
81.0,7.0,2.0
60.0,7.0,2.0
83.0,7.0,2.0
51.0,7.0,2.0
75.0,10.0,3.0
49.0,7.0,2.0
83.0,7.0,2.0
74.0,7.0,2.0
65.0,7.0,2.0
71.0,8.0,2.0
41.0,7.0,2.0
47.0,7.0,2.0
55.0,7.0,2.0
66.0,7.0,2.0
62.0,7.0,2.0
64.0,7.0,2.0
77.0,7.0,2.0
79.0,7.0,2.0
67.0,6.0,2.0
78.0,7.0,2.0
55.0,10.0,3.0
91.0,7.0,2.0
85.0,7.0,2.0
49.0,7.0,2.0
65.0,7.0,2.0
64.0,7.0,2.0
71.0,10.0,3.0
37.0,6.0,2.0
61.0,6.0,2.0
60.0,10.0,3.0
0.0,3.0,1.0
58.0,7.0,2.0
77.0,10.0,3.0
62.0,7.0,2.0
51.0,6.0,2.0
74.0,6.0,2.0
41.0,7.0,2.0
71.0,6.0,2.0
85.0,7.0,2.0
