BEN,TIME,NODE
17.45,10.45,1.95
17.6,7.4,1.75
17.5,7.3,1.85
19.6,6.75,1.85
15.0,6.4,1.85
16.0,6.5,1.8
16.95,6.85,1.9
20.8,7.3,2.05
13.9,6.85,1.75
18.7,9.0,2.1
23.45,7.65,1.95
9.35,5.55,1.6
19.95,7.05,1.95
7.55,5.95,1.65
16.5,6.7,1.8
11.65,5.95,1.6
22.5,7.35,1.9
14.4,7.25,2.0
23.45,7.15,2.0
12.7,5.65,1.65
11.45,5.8,1.7
5.8,4.45,1.3
8.65,6.05,1.7
22.55,7.65,2.05
14.65,6.55,1.7
17.45,8.15,1.95
16.25,7.95,2.0
3.3,4.25,1.3
16.55,6.85,1.85
17.5,6.95,1.9
13.65,5.85,1.7
20.55,6.4,1.85
14.75,6.9,1.95
8.95,5.6,1.55
10.0,5.65,1.65
13.4,6.0,1.75
7.5,5.95,1.7
14.6,6.45,1.85
19.2,6.05,1.7
12.4,6.95,1.95
13.5,5.9,1.7
9.8,5.7,1.65
19.15,6.4,1.8
15.85,6.25,1.85
14.15,6.15,1.75
13.65,5.8,1.65
21.2,6.25,1.85
18.6,7.05,1.95
13.25,6.55,1.85
9.2,6.65,1.9
13.65,6.4,1.7
7.1,5.85,1.6
12.15,6.3,1.75
8.4,6.5,1.85
20.8,8.35,2.15
15.75,6.25,1.75
6.9,5.9,1.5
14.75,6.35,1.8
18.45,7.1,1.95
19.15,6.4,1.8
16.4,7.15,2.0
16.35,7.65,1.8
12.65,6.6,1.9
18.4,7.0,1.95
20.2,6.35,1.8
28.85,6.85,1.95
13.05,6.75,1.95
19.5,7.8,1.9
16.2,6.3,1.9
20.45,6.8,1.95
15.75,6.1,1.75
3.55,6.0,1.75
7.35,5.45,1.6
9.3,5.5,1.55
4.65,5.55,1.6
23.5,6.75,1.9
7.5,5.6,1.65
19.3,6.55,1.85
21.55,6.35,1.8
15.8,8.3,2.05
17.0,7.9,1.95
10.5,6.45,1.6
28.8,8.4,2.15
21.7,6.3,1.85
12.65,7.0,1.75
7.85,6.4,1.4
20.2,7.7,1.9
10.4,5.85,1.55
10.25,6.4,1.75
22.45,7.15,2.05
8.85,6.5,1.8
12.5,6.35,1.8
19.95,7.9,1.95
18.3,6.15,1.8
13.4,7.05,2.2
16.8,5.95,1.75
13.5,5.85,1.75
11.3,6.25,1.85
12.75,5.8,1.7
23.95,7.15,2.05
